gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RevenueScore,AvgMonthlySpend,TenureGroup,Cluster,CustomerSegment,ChurnProbability,RiskLevel,Recommendation
Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.6,1298.7,0,1297.8000000000002,20.2921875,Loyal,0,Loyal Customers,0.007999420487618857,Low,Upsell premium services
Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1378.75,0,1386.0,19.419014084507044,Loyal,0,Loyal Customers,0.003617836213637339,Low,Upsell premium services
Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,1,1037.4,69.53214285714286,Growing,3,At-Risk High-Value Customers,0.5029663342365241,Medium,Targeted engagement campaign
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.2,384.25,0,401.0,64.04166666666667,New,3,At-Risk High-Value Customers,0.6472219078725973,Medium,Targeted engagement campaign
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,0,8380.800000000001,117.03082191780824,Loyal,1,Premium Customers,0.04387639842704465,Low,VIP rewards and premium engagement
Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.65,389.95,0,411.45,27.853571428571428,Growing,2,Growing Customers,0.3935502869396923,Low,Monitor onboarding progress
Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.15,5731.85,0,5743.150000000001,92.4491935483871,Loyal,1,Premium Customers,0.14632872562531127,Low,VIP rewards and premium engagement
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,20.65,0,20.65,10.325,New,2,Growing Customers,0.2566695364509113,Low,Monitor onboarding progress
Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,0,4303.599999999999,75.01315789473684,Loyal,1,Premium Customers,0.2915717015624114,Low,VIP rewards and premium engagement
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,84.5,0,80.6,16.9,New,2,Growing Customers,0.15689186560189863,Low,Monitor onboarding progress
Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,55.25,1924.1,0,1933.75,53.44722222222222,Established,0,Loyal Customers,0.024140367734893874,Low,Upsell premium services
Female,0,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,1,702.9,35.25526315789474,Growing,2,Growing Customers,0.49039497025174095,Low,Monitor onboarding progress
Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,0,5914.8,79.23698630136987,Loyal,1,Premium Customers,0.02665853864839099,Low,VIP rewards and premium engagement
Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103.0,5166.2,0,5047.0,103.324,Loyal,1,Premium Customers,0.11423036051806947,Low,VIP rewards and premium engagement
Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,0,4184.4,90.23444444444443,Established,1,Premium Customers,0.17953364820420714,Low,VIP rewards and premium engagement
Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.9,267.4,1,251.7,66.85,New,3,At-Risk High-Value Customers,0.6614507516367568,Medium,Targeted engagement campaign
Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,3532.85,0,3520.55,92.96973684210526,Established,1,Premium Customers,0.4390528745846744,Low,VIP rewards and premium engagement
Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,4914.8,0,4867.8,79.2709677419355,Loyal,1,Premium Customers,0.15049514789058993,Low,VIP rewards and premium engagement
Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.8,5315.8,0,5236.0,74.87042253521128,Loyal,1,Premium Customers,0.017861148627534087,Low,VIP rewards and premium engagement
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,1,69.85,34.925,New,3,At-Risk High-Value Customers,0.8229775059037372,High,Immediate retention campaign and discount
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.45,775.6,0,838.4499999999999,18.46666666666667,Established,0,Loyal Customers,0.0560777946637408,Low,Upsell premium services
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,0,5484.5,76.70352112676056,Loyal,1,Premium Customers,0.021076954221862565,Low,VIP rewards and premium engagement
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,53.55,1,53.55,26.775,New,2,Growing Customers,0.589824175148709,Medium,Personalized onboarding and engagement
Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.1,1007.8,0,974.1,19.38076923076923,Loyal,0,Loyal Customers,0.026412964329358506,Low,Upsell premium services
Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,833.55,0,840.0,19.38488372093024,Established,0,Loyal Customers,0.00744753862614492,Low,Upsell premium services
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,6579.05,1,6573.0,92.66267605633804,Loyal,1,Premium Customers,0.017584237968782907,Low,VIP rewards and premium engagement
Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1004.5,0,957.6,20.5,Established,0,Loyal Customers,0.015384425584135861,Low,Upsell premium services
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,1,7694.200000000001,113.85507246376812,Loyal,1,Premium Customers,0.07311990633357733,Low,VIP rewards and premium engagement
Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.0,1183.05,0,1152.0,24.14387755102041,Established,0,Loyal Customers,0.010012299315803611,Low,Upsell premium services
Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.95,2169.75,1,2208.7000000000003,80.36111111111111,Established,3,At-Risk High-Value Customers,0.41775846625816093,Low,Monitor usage patterns
Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,1,885.5,74.74166666666666,New,3,At-Risk High-Value Customers,0.5490630770838285,Medium,Targeted engagement campaign
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,1,19.3,9.65,New,2,Growing Customers,0.27319203611446957,Low,Monitor onboarding progress
Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,501.35,0,517.05,17.905357142857145,Established,2,Growing Customers,0.03351103737974402,Low,Monitor onboarding progress
Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,0,4199.8,87.79468085106383,Established,1,Premium Customers,0.16000861999896127,Low,VIP rewards and premium engagement
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.65,49.65,1,49.65,24.825,New,2,Growing Customers,0.5123051626241719,Medium,Personalized onboarding and engagement
Female,0,No,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.35,2460.15,1,2500.1,52.3436170212766,Established,0,Loyal Customers,0.012130368851181409,Low,Upsell premium services
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.15,477.6,0,478.75,18.36923076923077,Established,2,Growing Customers,0.08930217323818418,Low,Monitor onboarding progress
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.45,370.65,1,353.8,74.13,New,3,At-Risk High-Value Customers,0.7845776990672853,High,Immediate retention campaign and discount
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,265.75,0,256.75,18.982142857142858,Growing,2,Growing Customers,0.022409417536837055,Low,Monitor onboarding progress
Male,0,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),75.5,2424.45,0,2340.5,75.7640625,Established,3,At-Risk High-Value Customers,0.048830842280902655,Low,Monitor usage patterns
Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,1849.95,0,1926.25,77.08125,Growing,3,At-Risk High-Value Customers,0.5707464079280968,Medium,Targeted engagement campaign
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,0,38.8,20.35,New,2,Growing Customers,0.1541234692863777,Low,Monitor onboarding progress
Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.5,1698.55,0,1722.5,25.73560606060606,Loyal,0,Loyal Customers,0.007335403059510673,Low,Upsell premium services
Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,1,1991.0,83.0695652173913,Growing,3,At-Risk High-Value Customers,0.48799268335682194,Low,Monitor usage patterns
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.15,998.1,0,1053.25,17.823214285714286,Loyal,0,Loyal Customers,0.013620552929714584,Low,Upsell premium services
Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.85,890.6,1,853.65,89.06,New,3,At-Risk High-Value Customers,0.47133522052113325,Low,Monitor usage patterns
Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.95,529.5,1,489.65,66.1875,New,3,At-Risk High-Value Customers,0.46563162226479315,Low,Monitor usage patterns
Female,0,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,40.9,1383.6,0,1431.5,38.43333333333333,Established,0,Loyal Customers,0.07200588426086342,Low,Upsell premium services
Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,80.25,493.4,0,481.5,70.48571428571428,New,3,At-Risk High-Value Customers,0.09124234133292777,Low,Monitor usage patterns
Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.6,48.6,1,48.6,24.3,New,2,Growing Customers,0.39972530916464655,Low,Monitor onboarding progress
Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.8,1207.0,0,1203.6,67.05555555555556,Growing,3,At-Risk High-Value Customers,0.4660653487140593,Low,Monitor usage patterns
Male,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.2,563.5,0,602.0,51.22727272727273,New,3,At-Risk High-Value Customers,0.27378429461284537,Low,Monitor usage patterns
Male,0,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),55.2,864.55,0,828.0,54.034375,Growing,2,Growing Customers,0.049811589718841136,Low,Monitor onboarding progress
Female,1,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.8,2109.35,1,2232.0,51.44756097560976,Established,0,Loyal Customers,0.3004644563516375,Low,Upsell premium services
Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.15,701.05,0,703.9499999999999,50.075,Growing,2,Growing Customers,0.04203599544923453,Low,Monitor onboarding progress
Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,1,2324.3500000000004,75.50833333333334,Established,3,At-Risk High-Value Customers,0.3942009203849271,Low,Monitor usage patterns
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,1,226.5,55.15,New,3,At-Risk High-Value Customers,0.7794161631054086,High,Immediate retention campaign and discount
Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,5749.8,0,5823.200000000001,97.4542372881356,Loyal,1,Premium Customers,0.4136632889105652,Low,VIP rewards and premium engagement
Female,0,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),62.55,2796.45,0,2814.75,60.792391304347824,Established,0,Loyal Customers,0.022172317229061315,Low,Upsell premium services
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.45,5165.7,0,5072.400000000001,70.76301369863013,Loyal,1,Premium Customers,0.008580068752279025,Low,VIP rewards and premium engagement
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.5,5696.6,0,5814.0,82.55942028985508,Loyal,1,Premium Customers,0.07241140260275747,Low,VIP rewards and premium engagement
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,1,20.2,10.1,New,2,Growing Customers,0.263381249624483,Low,Monitor onboarding progress
Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.5,2076.05,0,2071.0,53.23205128205129,Established,0,Loyal Customers,0.06728081926625275,Low,Upsell premium services
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,0,41.5,14.733333333333334,New,2,Growing Customers,0.17771415842379573,Low,Monitor onboarding progress
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,215.25,0,223.85,17.9375,New,2,Growing Customers,0.12585580461706605,Low,Monitor onboarding progress
Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,0,1820.0,88.54761904761905,Growing,3,At-Risk High-Value Customers,0.3529925163794297,Low,Monitor usage patterns
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,7470.1,0,7545.599999999999,102.33013698630135,Loyal,1,Premium Customers,0.10303092319401755,Low,VIP rewards and premium engagement
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,229.5,1,224.25,57.375,New,3,At-Risk High-Value Customers,0.7071341195736288,Medium,Targeted engagement campaign
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,1,2393.15,102.92083333333332,Growing,3,At-Risk High-Value Customers,0.505013171795381,Medium,Targeted engagement campaign
Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,2092.9,0,2044.0,51.04634146341464,Established,0,Loyal Customers,0.12004780469743699,Low,Upsell premium services
Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,0,5567.599999999999,89.35793650793651,Loyal,1,Premium Customers,0.35244798191098475,Low,VIP rewards and premium engagement
Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.55,469.85,0,452.1,20.42826086956521,Growing,2,Growing Customers,0.10791179812860506,Low,Monitor onboarding progress
Female,0,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.05,733.95,0,704.55,61.1625,New,3,At-Risk High-Value Customers,0.19788732645201898,Low,Monitor usage patterns
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,485.25,0,523.9499999999999,60.65625,New,3,At-Risk High-Value Customers,0.7701217125469483,High,Immediate retention campaign and discount
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,1,1256.45,88.89285714285714,Growing,3,At-Risk High-Value Customers,0.5335507029812339,Medium,Targeted engagement campaign
Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,1,20.05,10.025,New,2,Growing Customers,0.22926178932496907,Low,Monitor onboarding progress
Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,1,4034.55,99.86125,Established,1,Premium Customers,0.5566969001754305,Medium,Personalized retention offer and account review
Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,0,75.0,19.5625,New,2,Growing Customers,0.4362152630016888,Low,Monitor onboarding progress
Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1131.5,0,1177.4,19.17796610169492,Loyal,0,Loyal Customers,0.006371751156169688,Low,Upsell premium services
Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.35,184.05,0,158.10000000000002,26.292857142857144,New,2,Growing Customers,0.15593115537662322,Low,Monitor onboarding progress
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.9,19.9,1,19.9,9.95,New,2,Growing Customers,0.2982076813524784,Low,Monitor onboarding progress
Female,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.7,1178.75,0,1203.4,51.25,Growing,3,At-Risk High-Value Customers,0.17884554382644205,Low,Monitor usage patterns
Male,0,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7,1,648.9,44.513333333333335,Growing,2,Growing Customers,0.4729575852460142,Low,Monitor onboarding progress
Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),90.25,5629.15,0,5776.0,86.60230769230769,Loyal,1,Premium Customers,0.12165224483235393,Low,VIP rewards and premium engagement
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,19.95,1,19.95,9.975,New,2,Growing Customers,0.258681456583015,Low,Monitor onboarding progress
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,109.3,0,123.9,15.614285714285714,New,2,Growing Customers,0.15432203765579985,Low,Monitor onboarding progress
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,79.6,1,79.6,39.8,New,3,At-Risk High-Value Customers,0.8060351254663155,High,Immediate retention campaign and discount
Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,958.45,0,992.55,23.96125,Established,0,Loyal Customers,0.02543362104181959,Low,Upsell premium services
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,0,390.0,19.19761904761905,Growing,2,Growing Customers,0.03803616183926462,Low,Monitor onboarding progress
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,1,75.9,37.95,New,3,At-Risk High-Value Customers,0.7553643569746477,High,Immediate retention campaign and discount
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.2,76.2,1,76.2,38.1,New,3,At-Risk High-Value Customers,0.7560000398657449,High,Immediate retention campaign and discount
Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),66.15,4392.5,0,4233.6,67.57692307692308,Loyal,1,Premium Customers,0.05594166264481768,Low,VIP rewards and premium engagement
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,19.25,1,19.25,9.625,New,2,Growing Customers,0.17347617765079792,Low,Monitor onboarding progress
Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,3168.0,0,3178.6,67.40425531914893,Established,0,Loyal Customers,0.159275783764997,Low,Upsell premium services
Female,1,Yes,Yes,28,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,39.1,1096.6,0,1094.8,37.81379310344828,Established,2,Growing Customers,0.2135676692385142,Low,Monitor onboarding progress
Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,669.45,0,661.65,19.689705882352943,Established,2,Growing Customers,0.056307304263985565,Low,Monitor onboarding progress
Male,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8,2343.85,0,2332.2,58.59625,Established,0,Loyal Customers,0.03354457059112396,Low,Upsell premium services
Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.3,3588.4,1,3540.6,83.45116279069768,Established,1,Premium Customers,0.3470910143956771,Low,VIP rewards and premium engagement
Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,48.6,0,48.6,24.3,New,2,Growing Customers,0.5455553428084253,Medium,Personalized onboarding and engagement
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,522.95,1,553.0,65.36875,New,3,At-Risk High-Value Customers,0.7082546208563051,Medium,Targeted engagement campaign
Male,1,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.35,7511.9,0,7374.5,105.80140845070422,Loyal,1,Premium Customers,0.04147065761970626,Low,VIP rewards and premium engagement
Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725.0,0,1631.5,26.13636363636364,Loyal,0,Loyal Customers,0.01103119556131893,Low,Upsell premium services
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,49.75,0,49.75,24.875,New,2,Growing Customers,0.39959578469076534,Low,Monitor onboarding progress
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9,0,1705.5,89.04736842105264,Growing,3,At-Risk High-Value Customers,0.7076937553746188,Medium,Targeted engagement campaign
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.0,2248.05,0,2232.0,89.92200000000001,Growing,3,At-Risk High-Value Customers,0.672047599844692,Medium,Targeted engagement campaign
Male,0,No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.9,4479.2,0,4529.700000000001,69.9875,Loyal,1,Premium Customers,0.022595311215996863,Low,VIP rewards and premium engagement
Female,0,No,Yes,44,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,77.55,3471.1,0,3412.2,77.13555555555556,Established,1,Premium Customers,0.09566102884794062,Low,VIP rewards and premium engagement
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,63.0,0,79.4,12.6,New,2,Growing Customers,0.2970285596052584,Low,Monitor onboarding progress
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,1,70.25,35.125,New,3,At-Risk High-Value Customers,0.7987253507240072,High,Immediate retention campaign and discount
Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,3314.15,0,3524.25,87.21447368421053,Established,1,Premium Customers,0.5651128270381511,Medium,Personalized retention offer and account review
Female,1,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.6,865.55,1,846.0,78.68636363636364,New,3,At-Risk High-Value Customers,0.593561055244327,Medium,Targeted engagement campaign
Male,0,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7,0,851.7,24.362857142857145,Established,2,Growing Customers,0.22063207274166113,Low,Monitor onboarding progress
Male,0,Yes,No,35,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),53.15,1930.9,0,1860.25,53.63611111111111,Established,0,Loyal Customers,0.10893779008239173,Low,Upsell premium services
Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,91.4,0,80.6,18.28,New,2,Growing Customers,0.20454543838992018,Low,Monitor onboarding progress
Female,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,3949.15,0,3948.75,98.72875,Established,1,Premium Customers,0.5393460702956302,Medium,Personalized retention offer and account review
